title,lang,source_name,format,category,cefr_level,license,text
0329.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"I would try to convice poilitics that our productions's method is way less efficient than other methods. As an example, permacultural production of food which try to work with the nature instead of working against, has already prooved his ability to feed a good amount of population without causing any damages to the nature we're living in. It goes even more than than the only production of food. Indeed, the idea is to help the nature by recreate nice conditions for her to expand herself. This method is a good response to deserts due only to abusive deforestation. We can apply this method for ourserlves, but the deal is becoming so much important that we have to implicate politics into that matter. It might be hard, as this new method can't be used for big marchandizing and only work at local level. That is why anybody can start to practise on they own, wherever there are -even in cities - but they must keep in mind that the idea must appear at a largest level."
0330.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"To improve the environment is a large notion, i think however, that it is very important to find solutions in order to finght against the hight emmission of gazes causing global warming and other forms of pollution."
0334.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"At the moment, there are a lot of student who want to study abroad in their last year of education. Their main reason is to improve their level of a foreign language."
0337.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"I think that they are both of it important because to be happy, an enjoyable work is essential to be not bored during the day.  However, people need enough money to make activities and materials which improver our live quality. Too much people is not necessary but there is a minimum amount to reach per month. The goal is to find a good work life balance to have fun at work and money to have a good confort for us and our family."
0341.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"At my opinion, having an enjoyable job is better than making money."
0344.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"I think that study abroad is a beautiful experience for some students. They learn a new langage, meet new people and discover a new culture. But for others, being far from what they know, from their friends and family, could be catastrophic. For example, there are host families who are totally unfriendly with foreigner students. In this case, the student coul feel very bad, sad and maybe he will isolate him/herself from the social world. Furthemore, some students could be ""alone"" and lost when they go abroad to study. It could lead to school/academic failure and to depression."
0347.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"I think the better advice I have to give is ""Be healthy"". Why, because if you stop drinking or eating chimical food, you'll make our environment safer. For example, if you stop to drink soda, the companys will product less plastic which, part of it, finally stays in the oceans and kills fishes and the others. That safes not only our nature but people who can't drink a healthy water because of it too, like some countries in Asia (India,...).Some people in Brazil have to replace theirs habits (to drink water) by buying Coca-Cola because it's less expensif."
0351.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"We have a lot of means to improve the environment and we have to do it ! First, we need to give attention to the use of water. We spoil it with chemical products and it's a real probleme because that kills entire ecosystem and it's the reason of natural disaster. In a second time we need to take care of our forest because that's the way of breath of the earth! And finally we could limit the use of private transport. There are other means who don't reject as much of carbon than the cars for example."
0352.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"As I've seen in the movie ""Demain"", there are a lot of answers to this question. To name a few, people could grow some crops in dedicated areas in our towns in which everyone could help but also take what they need. After that, our Governments could improve renewables energies, make sure that factories don't exceed polution's limits or develop a better management of our bins. Efforts could also be made by firms by improving the way they produce and the energies and the materials they are using."
0353.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"Over the last few years, there has been growing concern about environmental issues. The challenges we are now facing offer unprecedented opportunities to move towards sustainable development."
0354.xml,en,cefr-asag,document-level,learner,C1,CC BY-NC-SA 4.0,"In my opinion, it should be a part of education, since it's a great experience for a student, especially those who aren't able to go abroad, mostly due to financial reasons."
0355.xml,en,cefr-asag,document-level,learner,C1,CC BY-NC-SA 4.0,"It seems to be rather obvious that social networks have become a key aspect of today's society, specially among millenials. Teenagers all over the world have started sharing their personal live's on these internet spaces at a suprisingly rapid pace, something that has proven itself to be a dramatic change on the way they interact with each other."
0356.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"According to more and more people, eating a balanced diet is one of the most factor for a healthy life."
0359.xml,en,cefr-asag,document-level,learner,C1,CC BY-NC-SA 4.0,Social networks have grown to become a huge part of our everyday lives and have completely changed the way we interact with people around us. It can be seen that people tend to spend more time speaking with their friends and relatives over the internet than meeting them in real life.
0360.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,Some people argue that celebrities don't have a right to privacy but I am not sure that is the only part of the question and the right answer.
0362.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"In the last decade, there has been considerable debate over the right to privacy. Some people advocate an absolute right to privacy. Other objects it arguing that it is the price to pay when you are a famous person. Whilst I believe that there are strong arguments on both sides, I would suggest that people who live in the public eye deserve some privacy concerning their private life. The relatives of these people should be protected and some informations on their private life shouldn't appeared in the media."
0363.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,The balance diert :
0365.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"I've always thought that the way we stalk actors, models and even celebrities we don't even know why we do know them, like Kim K, is one of the creepiest hobbies of the human kind."
0366.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"I believe that the impact of social networks on relationships can be both positive and negative, indeed, thanks to this new technology we have access to new ways of interacting with each other. Even if social networks can be useful some times, for example, in a long distance relationship these networks can also be damaging for the couple. As an example,"
0367.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,Socials networks have completely changed relationships.
0368.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"I tend to think that people who live in the public eye have a right to privacy to a certain extent. In fact, this is their choice to show them as celebrities. Consequently they choose to show a part of their life to the public. As a result, they must not be surprised to be followed by paparazzis who always want to have a good scoop about them. But there are limits on this  celebrity."
0370.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"Well, I guess that social networks allow people to maintain more relationships than before, even though these relationships are less consistent than those in real life. But still, people can get information about ""friends"" they won't meet again anytime soon. This leads to what we could call a feeling of knowing about these people. In fact, social networks users tend to expose their life, and it allows their contacts to know way more than what they would know if their relationship didn't include social networks."
0373.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"Do people who live in the public eye have a right to privacy ?! Of course, they do. Why shouldn't they ? Because they represent us ? Because they are public figures ? I do not agree. They sould have the same rights as any citizen, but they could, maybe, have a few more duties than the average citizen."
0374.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"With the new technologies there is new possibilities to hold relationships. To chat with friends or to post photo's on internet at the view of friends is now totally common. Every ""friends"" on your Facebook is aware of your activities, where you was located and with which people. The social network is an open window on your private life."
0375.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"Nowadays, more and more people tend to think that the internet and social networks are a good way to socialize and meet new people.  However, in my opinion the social networks isolate people who use it."
0376.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"Do, nowadays, our relationships depend on social networks ?"
0377.xml,en,cefr-asag,document-level,learner,C1,CC BY-NC-SA 4.0,"It is probably true to say that people living in the public eye have a extraordinary life. Some people even argue that they are living a dream. However, I am doubtful about the true quality of living of people exposed in public."
0378.xml,en,cefr-asag,document-level,learner,C1,CC BY-NC-SA 4.0,"Some people argue that choosing the path to celebrity doesn't give you anymore the right to claim some privacy for youself. While I partly agree with that point of view, I tend to think every human being deserves the right to keep some decency and share only the things he or she wants."
0380.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,It's sure that having a healthy diet helps to have a healthy life. But for me it's not the most important factor. The way of life is the most important factor. Don't smoking and don't drinking for example are some factors whose help to be healthy.
0381.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"I am pretty sure that eating a balanced diet can bring us a healthy life. As we can see, eating junky food or fat food will make us becomming bigger and when you start in this way you may have some problems to get back. Everything will start to decline in your body. You won't make sports or physical actvities anymore."
0383.xml,en,cefr-asag,document-level,learner,C1,CC BY-NC-SA 4.0,"There is a belief according which a balanced diet is the most important factor for a healthy life. Personally, I do not think it is THE most important factor for for a healthy life, but it appears to me that it is a key factor."
0385.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"I totally agree with that concept. In your life everything as to be balanced. Who said that a good burger was not a delicious thing when you're super hungry after a busy day? Who said you can't eat sweets, candies, ice creams, pastries when you just want to? All those things definitely aren't forbidden to eat, but people need to realize they have to do it with balance. Burger? Yes, but not everyday. Ice cream? Once a week maybe. Balance what your body needs or not. Take a little of the things that are ""not so good"", and thye won't affect your body that much."
0386.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,Social networks : destroyer or potitif factor on relationships ?
0387.xml,en,cefr-asag,document-level,learner,C1,CC BY-NC-SA 4.0,"The right to privacy has never been as important as it is today. Wherever we look, this issue keeps making the front page of every newspaper. The progresses of technology makes it increasingly harder to guarantee it. Among those concerned by the issue, movie stars and VIP's. In this essay, it will be discussed about the right to privacy for those who live in the public eye."
0388.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"""We are what we eat."""
0391.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"For a long time, people did not pay attention at what they were eating. As a consequence, the life expectancy used to be much lower than it is today. I believe that a balanced and diversified diet can actively contribute to a healthy life. Moreover, failing to do so can deteriorate the health at an increasing rythm. However, it is not the only factor of that importance that support that goal."
0392.xml,en,cefr-asag,document-level,learner,C1,CC BY-NC-SA 4.0,"Most people think that social networks are just alienating and addictive networks, that are bad for people because it reduces communication and interactions in the real life. However, in my opinion, there are still many benefits behind it."
0393.xml,en,cefr-asag,document-level,learner,C1,CC BY-NC-SA 4.0,"Nobody can deny that in our modern daily life, social networks play a major role. Their appearance have changed the way we communicate with each other on a lot of aspects. Altough most of the people say that it has a real positive impact on our relationships because we can communicate more easily, I don't really think this way and I will explain why."
0394.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,There are two different possible effect.
0395.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"In my opinion, social networks such as Facebook or Twitter or Instagram have a big impact on relationships. Because you always have to be careful of what you post in the public sphere. Pictures or even words can produce real troubles and can cause public disruptcies on the social life of the person who has posted them on the internet. Those social networks can also make trouble within families, because of a uncareful word in a commentary or in a conservation, families can be separated. Social networks have change the meaning of relationships and there is no turn around on that turf. If you're active on a social network, you'll always have to be careful of what you say because it is hard to repair something on the internet, it is not the same if you have the person in front of you and you can tell or what you mean."
0396.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"Nowadays, the internet is a part of our daily life. But it doesn't mean that it has only advantages. Knowing lots of people doesn't mean you are close to them."
0399.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,Everyone would agree on the fact that we have to develop a healthy lifestyle but according to me eating balanced is not always the most important factor.
0402.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"Nowadays, thanks to the many progresses in the medecine sector, people are far more aware that their health is highly linked with what they eat."
0405.xml,en,cefr-asag,document-level,learner,C1,CC BY-NC-SA 4.0,"In order to take a stance on that statement, it is necessary to give a more accurate definition of the word ""privacy"". According to me, the right to privacy relates to the possibility, not of hiding some of our actions, but to be able to live without having  judging eye following us in our thoughts and deeds."
0407.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"We are tought to have a balanced diet early in life but the society in wich we live has a tendency to make us eat whatever is advertised the most. Be eat fast food, lots of sugar-base product and a lot of meat."
0408.xml,en,cefr-asag,document-level,learner,C1,CC BY-NC-SA 4.0,"Some people argue that a balanced diet is the most important factor for a healthy life. I believe it's mostly true to say that, nevertheless I don't think the factors can be organised to least important to most important."
0409.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"First of all, social networks take a big place in our life. Everyone is confronting all day with smartphone, laptop."
0410.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,Social networks are present for even everybody in our civlization and particulary for people between 14 and 35 year old. Social networks have consequences in different ways and one of the most important way is the relationships. This is what I will speak about.
0411.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"For starters, social networks have spread the ease to communicate and to meet new people. Thus, the feeling that it generates can often be of mistrust."
0412.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"Nowadays, people, especially women, feel very concerned about their weight while the amount of junk food and the obesity are rising. So when someone, for example a teenage girl, decides to start a diet, she'll more than often will be excessive, thinking that the less you eat, the more you loose is the right way to proceed. Then she'll reach a point when she won't handle her diet and go back to all the unhealthy foods she was avoiding, and it's well known that our world is surrounded by cheap horrible food sellers; fast foods like Mc Donald, Burger King and so one or simply supermarkets encouraging to eat chips, biscuits, candies just by their price. What do i mean? You want to buy some healthy food, like Gluten  free cookies or veggies for example, it's way too expansive for the average population, meanwhile the rest is so cheap that it becomes the best alternative. So no one teach to those girls who feel awful in their body how to proceed and what's the key; I really think teaching how to have a balanced diet should be a priority in education, people should learn that the way to feel good is to eat enough and well, but healthy, and stop watching those unrealistic models we have such as actors, Instagram addicts and others. I suffered of that for a long time and there wasn't anyone to tell me i wasn't looking at things the right way. So again, yes it's really important, for the ones who can't afford healthy food (what should be available to everyone) and for the ones who don't accept themselves the way they are, we need to learn what exactly is a balanced diet."
0413.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,It's probably true to say that eating a balanced diet is a key factor for a healthy life.
0414.xml,en,cefr-asag,document-level,learner,C1,CC BY-NC-SA 4.0,The most important factor of a healthy life
0415.xml,en,cefr-asag,document-level,learner,C1,CC BY-NC-SA 4.0,The most important factor of a healthy life
0416.xml,en,cefr-asag,document-level,learner,C1,CC BY-NC-SA 4.0,"Social networks are certainly gaining an important place in our lives, we are now able to contact our family and friends insanely fast thanks to Facebook ,Twitter allows us to follow people and firms' activities on a daily basis, while Instagram rallies a community of photographs' lovers. Now, how did we react to such big changes over the last decade ?"
0417.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"Since the begining of humanity, men are triying to build new things, to find new technologies. We live in a connected world thanks to the internet. Now, we can easily get in contact with anybody, anywhere, at any time."
0418.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,The most important factor of a healthy life
0419.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,"My hobbies are : cooking, gardening, sewing, learning chinese ( Mandarin), play with my grandchildren. I also like to improve my English language for example ""Memrise"" Chinese -  English. With ""Skritter"" reproduce caractères in Chinese."
0420.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"I'm keen on drawing. My passion started when I was a little girl. Despite of the years, I stil draw in my room. It's like a therapy. All stress is done. My family is proud of me and my passion for painting. But my best way to draw is with a black pencil. I enjoy to taste different kind of shadows to make it more realistic, with all the perspectives.  My favourite subjects are people. I can take one hour to make a realistic face. Eyes are the most interisting part to draw. Because of their depth power. I stil train when I have time to consacrate to it. Even if I have a good level, we have always things to learn."
0421.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,"We are two persons living in the same home. I am married whith {name}, he is fifty seven years old. My name is {name} and I am sixty one years old. We are married since 1978. We have no childrens, but we have many members of our family around us."
0422.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,"I'm seventy seven,years old. I've got a big family withe five boys, and now six granddaughters et six grandsons. My husband is dead since nine years.  I live alone, but I see a lot my childrens et grandchildrens. I have too a little black dog, I'm a atist painter et I'm studuing chinese writer.  I'm learning english, because I would like go to Australia visited my brother's family. I have a large part of my family in Austrlia, because I live in Verviers. A long time ago, this city was the capitl of the wool.Ant the first businessman, mine grant mother's brother, went to Sidney in 1918. My brother found a entreprise there, Care Glass, do you now? And geft to the name at a belgium's friend. Y 'll go there if I've a good comprehension in english langage.  Because, I've not very a gift for the stranger langage. I hope so taht's right. Thank's for this exercise."
0423.xml,en,cefr-asag,document-level,learner,A1,CC BY-NC-SA 4.0,"I haven't many hobbies. I'm working like teacher in a primary school and prepare some activities for my students is my favorite hobby. Also, i like to go shopping with my daughter and my friends, to walk outside when the weather is good. I don't like sport very much, but roll on my bicycle when the sun is, is very enjoy for me!"
0424.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,"I am a single father of twoo boys. The older is fifteen years old. He is tall with short brown hairs, and is name is {name}. The younger is ten years old, with blond hairs and is name is {name}. They are very kind and I am so proud of them."
0425.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,I have a daugther .She is 13 years.  I have a sister who is 55 years . My mother is dead because she had a cancer. She was 71 years when she dead  My father live alone whith his little dog. I go to his house every day to take his news
0426.xml,en,cefr-asag,document-level,learner,A1,CC BY-NC-SA 4.0,"I like sport. 3 times in week i run. I pratice a chinese martial art: this is the wing tchun, it's a style of kung-fu. When i have times i watch movies in cinema. I like go to visit another city and another country. when i have time i go on internet for listen musique."
0427.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,"My hobbies are yoga because it's a good exercices psychic, physic and spirituel ; tennis and petanque for a pleasure. Are a good hobbies because i meet somes persons and give a strong moral. I dream to be yoga's teacher for  children. I like too to learn how to play guitare or harmonica. I find teacher  to assist me."
0428.xml,en,cefr-asag,document-level,learner,A1,CC BY-NC-SA 4.0,"Hello, I'm {name}. I have a big family: I have two parents, six sisters any brother but I have three brothers-in-law and one niece. My niece, her mother and the sister's husband live in Italy. I have also twenty-nine cousins and fourten uncle and tant"
0429.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,"My hobby is learn and create a lot of things who ask me to use my creativity. For exemple, today I work on a project for a contest. I must make a demo actor's video. I feel very good, I feel alive when I'm doing this. I'm not actor or video fitter but I use google for help me to make everything."
0430.xml,en,cefr-asag,document-level,learner,A1,CC BY-NC-SA 4.0,"My family is happy , it is a beautiful family. In my family we are strongh serious , enjoy , every body is happy. their . My mather wonderfull woman. My family is wonderful family"
0431.xml,en,cefr-asag,document-level,learner,A1,CC BY-NC-SA 4.0,"At home, my hobbies are sudoku, to watch télévision and  the BD.  I like to travelling with my familly in the different country in the world.  i visit the muséum and the city with my camping-car"
0432.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,"I like Athletics.I run three times a week in my club.My club is Seraing Athletics.But I have 2 or 3 other hobbies as video games and I play oudside with my friends.I really really like video games.I have a xbox 360 for play whith my games.And the last one is in summer I go to my city for play with my friends and speak the school,jobs,hobbies..."
0433.xml,en,cefr-asag,document-level,learner,A1,CC BY-NC-SA 4.0,"My favorit hobbie's running in nature.  I like it, it's fun,  and after, i'm relaxed for any time!  I should like progress, step by step!   The running, is verry important for my self!  :-)"
0434.xml,en,cefr-asag,document-level,learner,A1,CC BY-NC-SA 4.0,"I usually get up at 7:00 in the morning. I have lunch and then take a shower. I share then work until 17:00. Go home, i eat dinner I then watch a little tv news. Then i go to bed."
0435.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,My family doesn't understand me after some bad experiences in my life. Some projects didn't succes and I lost one situation. Since few months I try to build again my life with a woman. We try to have a baby to have our family. But it's not easy each day to sruvive with a minimum of money but each day is a new experience.
0436.xml,en,cefr-asag,document-level,learner,A1,CC BY-NC-SA 4.0,"We are three at home.  My daughter have 15 years, she is called {name}.  My husband work as employee.  We live in the country.  I'm work at Brussels in the public sector and I take the train for at working."
0437.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"I usually get up at 7 since I finished work. I take my breakfast and have a shower. Then I usually read for half an hour, before I go out for a walk. I don't run but I like very much to step fast for more or less an hour. When I come back home, I drink a coffee and I do what I have to (iron, PC , ....) Two times a week (tuesday and friday), I eat at noon with my friend {name} and sometimes, after, we go for shopping or for a movie. When it's about six o'clock, I prepare dinner and my husband and I eat about seven. After, I often read again for an hour or two, or I watch Tv until we go to bed at eleven. Every wednesday it's ""grandchildren day""! I like my new life very much!"
0438.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,"I get up with my children at zeven o'clock. I have a shower. I get dressed and I always have breakfast. I go to work in my bookshop from eight o'clock until zeven o'clock. In the evening, I do the children's homework, I cook.  I sometimes watch Tv and go to bed at eleven o'clock."
0439.xml,en,cefr-asag,document-level,learner,A1,CC BY-NC-SA 4.0,"I like travelling. My favourite country is South Africa with the bush, animals and beautiful landscape. People is fantastict with a very good bevahiour. I like gardening. It is a moment where i don't never thing. I like cooking."
0440.xml,en,cefr-asag,document-level,learner,A1,CC BY-NC-SA 4.0,"Hello, I describe my hobbies. The first hobby, it's a music. I play three instruments : piano, accordeon and saxo.  The second hobby, it's indoor soccer. Indeed, i'm a referee. And the last hobby, i like to travel in the other land, especially Italy. My origine is Sicily and it's a beautiful isle. I travel with my family. I've my wife and thre children. Two girls and a boy."
0441.xml,en,cefr-asag,document-level,learner,A1,CC BY-NC-SA 4.0,"I like cooking when I have the time, I like reading to,the books thriller or police,,  I 'm walking in the wood when the weather is good and when it rains I watching TV"
0442.xml,en,cefr-asag,document-level,learner,A1,CC BY-NC-SA 4.0,"I like my job,i'm a butcher. I'm work in a hypermarché in a good team. I like and eat meat everyday. My boss is a women,a very good boss. She work like a man."
0443.xml,en,cefr-asag,document-level,learner,B2,CC BY-NC-SA 4.0,"Hi {name},  Thank you a lot for this invitation ! I've never organized any birthday in the past but I imagine you have a lot of things to do before this party. So if you want I can help you for the preparation.   First I'll send to your friends the invitations, I can write them if you want ! Unfortunatly I'll not be able to prepare the dinner . You know I'm not a good cook so I prefer  you ask it to another person. After the meal I'll do the dishes and we could do an animation with the guests. The next day, I'll come back to clean the house with you. It will be a very good birthday !  With best wishes, {name}"
0445.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,"It was more than 40 years ago,  I've been to London with a close friends to see a one day festival in Wembley Artist present was Jesse Colin Young, Joni Mitchell, The Band and Crosby,Stills, Nash and Young. We've taken the train from Liège to Oostende and than the boat to Dover and finally the train to Victoria Station At the end of the Show we miss the last train to Dover and sleep in the Station Finally early in the morning we takes the train and return home"
0446.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,"I was in holidays last year in morroco. I went there by plane and i come back by bus. With my cousin we went to the beach every day until the afternoon and we take a bath of sun. All evening we were doing tour by car and listening music it was so cool, we had enjoy a  lot. We are now waiting for the next holiday we are going to Málaga !"
0448.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,hello my friend! Tkank you for the invitation of your birthday. I may be late the day that you indicated on your invitation but i can help you to prepare your party I can go shopping with your mom like that we can take more things and avoid unnecessary trips and economise time and money I can also be there to arrange and decorate the room I can help you in everything you want I'm free throughout that week  big kiss
0449.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"It was in my city and I was 13 years old. With a friend, we decided to discover our own city. We walked in very old small streets, we admired splendide houses from past times, we visited museums...  There is a very beautiful church in my town, much visited by tourists. That day we had a guide just for us, so we could play some notes on the organ, we even went under the roof and it was great!"
0451.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"Dear friend, At first, i want to thank you for your birthday's invitation. I was so glad to received your letter. For your party at your home, i propose you my help for the organisation, if you want. I can come earlier for prepare the buffet and the dancefloor.  I can take some foods and drinks with me if you want too. At the end of the party, i can stay later for help you to tidy up your home, i supposed you will need it. I can't wait this day!  See you later!"
0452.xml,en,cefr-asag,document-level,learner,A1,CC BY-NC-SA 4.0,"I was go to Canada in 1984 for holidays. I have 19 years old ,, it was very fantastic! Peoples are very cool ! I have visited Montreal , Quebec and remonted the St Laurent just the Sagnay. I have make camping in the largest  forests whive wilds animals: burns, eagles ....I have fisching in the wilds rivers and swimming in the lakes. I hope go to the Middle West in USA next time whive my wife. I like travels and holidays"
0453.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,"My son went in Democratic Republic of Congo .He received a coq. In the night he took a  pot ,for his coq to made his toilette,but in the morning he found nothing in the pot ,my son was sad  he went and bring water so his coq can wash his body but his coq could't.He was cring but at his age of 5 year he coul't know that animal can't do toilette as human being."
0455.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,"Idream to fly again to Moskow, where i was in holiday last year during two weeks. I maked many russains freinds, with them i visited many places like  the Red Square or the Lenin's Mausoleum. I spent a goed time there.I have been never see a nices metro stations like the Moskow Metro stations.They are wondeful !   In dispite  of my stay in Moskow,  i discovered  the russain style life, It's defferent from belguim.I don't know how explain that. People, there, are more simple then people here. Finaly and in conclusion, i advice evrybody to visit Moskow but firstly ,you must start  stady Russain language or English."
0457.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,"He {name},  I'am very happy to come home next week-end to celebrate your birthday. I asked to my friend {name}, the photograph to take some pictures during de the party. He is Ok.  {name} take the wonderful pictures.  Can you send him your adress please? Him number phone is {number}.  See you next week. Kiss."
0459.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"In 2013, my partner and I traveled to Iceland for 10days. We have rent a car (Jeeps are a requirement, it can be very tricky sometimes to ride!) and move everyday from a place to another one in the South of Iceland. We have visited several amazing places. The landscape are also astonishing; sometimes, you had the feeling to be on the Moon, alone. We were also surprised by the sheeps. There are a lot of sheeps everywhere. But unlike in Belgium where they live in groups, in Iceland, they live by group of three, the mother and two baby sheeps. Everywhere, if you see one sheep, the two others are not far away! This is one of my best memories!"
0461.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"I wish I could work in a hospital that I like. Work with passion and determination. My dream is to help people. I wish that I have 2 children.  This is not easy to imagine my life in 10 years. I can't imagine myself in next month so all that I can imagine is that I'm a happy woman.   I think that I will live in a great house. I imagine myself see different countries and see many places. All I want is health, wealth and happiness for my family and myself."
0463.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,"How will be my life in 10 years. It's difficult to imagine. I can see my life with positive thoughts.I can dream that i shall speak English. I could travel in many countries. I could meet many various culture people.I could perhaps read english books. I love cinema. I prefer original version of movies.I can imagine understand  them; Today it's my goal in my life : to speak English. Later, i could imagine something . To learn an another language or climb a moutain. Why not ? all is possible."
0467.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"This is easy for me to answer the question. Because I'm not going to vacation. But I wish I could go. Ok, if I could go on vacation, I would go in the countries where there are horses and I will do of ethology with them. I would choose the USA or Venezuela. In the USA I would gather the herds of horses and take it back to the coral. Here's how I would spend the holidays."
0470.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"Dear {name},  I'm happy to receive your invitation. Yes of course it's a pleasure to help you for organize your birthday. First time we could to drink a glass and listening a music. After that we could to go listen a movie. and second time, we could to go eat a restaurant  and finish in the dancing.   What do you think about that see you later my friend's"
0471.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,The sun is shining and is  warming my heart. The blue sky is smiling   me  to bring  dream. The   light and cool wind is rocking me like a child. The birds  are singing to tell the aperitf  time with a  lot of friends. It is  a simple  moment  of peace and sharing. A soft wave of frienship  is dancing in my heart and my soul. I m happy
0472.xml,en,cefr-asag,document-level,learner,A2,CC BY-NC-SA 4.0,"Every year, for 12 years, we go to the same club in Turkie. We know the animators and some customers who come every year as we. My best memory is the night of 21th July last year. We have clothes and accesories with the colors of Belgium and the atmosphere was fantastic. We always have fun there and we forget everything else."
0473.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"it was last summer i was in Spain with my family and we would leave the next day. so i wanted to enjoy a last time of the beach and there was a party near the sea. i went with my cousin and it was very great. we danced, we laughed a lot, we met two very handsome guys but it was funny because we didn't understand a word of what they told us as we can't speak spanish. we really had a good time. my favorite moment was when the sun goes down because i like it it's so wonderful. then we went back home abd we watched a tv show together. i really like when my cousin come with me on vacation. she's so funny and we always have a great time !"
