title,lang,source_name,format,category,cefr_level,license,text
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,It 's unusual to see a butler nowadays .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,The handicapped boys were mainstreamed into regular classes .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,"He 'd been gone for nearly a year , but she still kept his clothes hanging neatly in the closet ."
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,A priest performs religious duties .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,The leash keeps the dog from running away .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,The man sitting across the room looked oddly familiar .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,The judge called for order in the courtroom after the outburst .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,"What I said was that I did n't believe in all the hype about global warming , not that I did n't believe in climate change ."
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,Crimson is a combination of red and purple .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,Writing down what I eat takes the pleasure out of eating .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,A strange odor was coming out of the apartment upstairs .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,John was herding his sheep .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,Saturn is a ringed planet .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,Cindy keeps her hair blond because she 's idolized Marilyn Monroe since she was a girl .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,These people whom you oppose are very powerful .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,I ca n't believe I got dragged along on a blind date .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,The wizard whom he lost was his godfather .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,She has a convertible BMW .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,The women were rowing as hard as the men .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,They should fire that awful accountant .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,What we really need to do is to figure out the priorities first .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,His favorite cartoonist is Gary Larsen .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,I 'm happy to provide you with more information on the blueprint for the new infrastructure .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,He found what he believed was gold but was only pyrite .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,Anyone who tries to swim the English channel will find the water very cold and quite choppy .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,We have to figure out what to do about the power until the generator is fixed .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,Thinking about the impossible will keep you agitated .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,The woman whom some claimed to be the missing daughter of the Czar was proved to be a fraud .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,The sudden bright sun in December made the ice on the pond dazzling to the eye .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,It 's nice of Mark to be so appreciative .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,He puts Jamaican jerk on his meat .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,He told me I could get extra credits in college if I took summer classes but I did n't want to stay in the States during summer vacation .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,"My grandfather has no teeth , so he wears dentures ."
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,"If you contact your professor beforehand , you might be able to get an extension on your paper ."
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,Helen never walks late at night ever since her friend was robbed .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,The baby whose lungs were underdeveloped spent several weeks in the hospital .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,Jamie really liked Felicia 's floral blouse .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,This private matter was nothing to concern yourselves with .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,"Although Ian is only 10 years old , his artwork is so refined and unique that it is almost better than that of professional artists ."
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,I watched the professor while she frantically looking for our exams .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,There must be a reexamination if the majority of the students scored less than 40 % on the test .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,The actors whom the press often hounds are paying a high price for their fame .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,Every good cook knows how to combine flavors to create delicious meals .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,People whose lives were changed by the tsunami were interviewed by NHK .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,Nothing has grown in our garden since we spread very powerful pesticide .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,Richard felt like he was annoying Jess with all the attention he was giving her .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,My friend thought her essay was graded so unfairly that she went to negotiate for a better grade .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,I am impatient in heavy traffic .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,Most of what I learned in algebra I never used .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,Ben is not interested in doing business with us so we must stop pestering him .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,The man is too aggressive and dangerous to interact with .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,This runny nose is making me miserable .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,She was n't able to communicate to anyone at the conference because she could n't speak any English .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,A woman whose pastime is dance might have trouble earning a living unless she is very skilled .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,"The students took the elevator to the basement , where the professor conducted all of his experiments ."
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,"Unfortunately , she is a parent whose rules must be enforced through guilt and manipulation instead of reason and trust ."
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,Hold your nostrils closed before you dive in .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,Are there a lot more companies not doing animal testing these days ?
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,My renewed application was denied .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,Victoria was very good at changing Billy 's diaper .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,The wild horses came from ship wrecks .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,They raced their motorcycles through a dangerous intersection .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,Please pick up all these things that are scattered all over the floor .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,People whose voices are deep and sonorous often get radio and movie voice work .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,She 'll be furious if she finds out .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,Mrs. Walters stood with her hands on her hips and a stern look on her face .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,His watch was broken ; he had no way to judge if he could arrive on time .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,Every store in Japan seemed to have wonderful lighting and decorations .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,Three Russian diplomats were expelled from the U.S.
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,People asking about their missing loved ones looked so desperate .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,She had her stomach stapled to lose weight .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,"If I were an engineer , I would look for a chemical safer than water to use for geothermal energy production ."
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,You should do that late at night so you do n't irritate people .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,Peter 's vest made him look elegant .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,Japan must be a very strong nation to have become a leading economic force in so few years .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,There have been many opposition groups against Hitler 's ideology for decades now .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,Sally likes to wiggle her loose tooth to make the younger children laugh .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,Titanium is commonly found in the earth 's crust .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,I tried to do my homework but was distracted by my neighbor 's loud television .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,My older brother drives a rebuilt car .
na,en,cefr-sp,sentence-level,reference,B2,CC BY-NC-SA 4.0,They were able to track the astronauts ' return and quickly get to the area where they landed .
na,en,cefr-sp,sentence-level,reference,C1,CC BY-NC-SA 4.0,"One of the first and most famous libraries was built in Alexandria , Egypt around the time of Ptolemy ."
na,en,cefr-sp,sentence-level,reference,C1,CC BY-NC-SA 4.0,"Although I had a three day weekend , I did n't get much done because I procrastinated most of the time ."
na,en,cefr-sp,sentence-level,reference,C1,CC BY-NC-SA 4.0,Obokata 's research has been questioned since other researchers were unable to duplicate her method for creating STAP cells .
na,en,cefr-sp,sentence-level,reference,C1,CC BY-NC-SA 4.0,Do you think that Carl will be the valedictorian of the class of 2017 ?
na,en,cefr-sp,sentence-level,reference,C1,CC BY-NC-SA 4.0,There is more than one way to make a great lasagna .
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,Do you need something to eat ?
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,I have two fish in a bowl .
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,She wanted the grey coat .
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,I sent my girlfriend red roses .
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,She needs to use your phone .
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,Do you have a car ?
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,Sometimes I sleep until noon .
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,A monkey climbed on my shoulders .
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,It 's 10 p. m.
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,My grandmother is a scientist .
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,How do I get to the airport ?
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,He ca n't find his .
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,We went by metro .
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,We have so many good things to eat for dinner .
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,You should stay with your sister .
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,May I join you ?
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,Does he have a wife ?
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,He painted the house next to ours .
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,Barack Obama was a great president .
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,Roy did n't like his girlfriend 's meals .
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,There will be very angry people .
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,Shall I go now ?
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,Skiing is a winter sport .
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,He gave her a loving look .
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,I want to sleep .
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,Did you lose yours ?
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,Lots of sports have a goalie .
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,Foxes often live in forests .
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,No one brought drinks .
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,I like your sister .
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,She may leave early .
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,What do you want to do next year ?
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,Americans love eating beef .
na,en,cefr-sp,sentence-level,reference,A1,CC BY-NC-SA 4.0,My aunt and my mother are good friends .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Let 's go to Hawaii in January .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I am trying to find the owner of this cat --- it is yours ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,A lot of skiers go to Niigata .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I do n't have a favorite actress .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,These plants need some sunshine .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Roberta and I baked a pie made from fruit .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Are there no houses for sale right now ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,The British are coming !
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Give me a minute .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I 'll be there in about twenty minutes .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Here is the area where the computer was .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,The BBQ was incomplete without sausages .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Is it well built ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Are your hands cold ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I 've been sitting in front of this computer for too many hours .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,If only I had seen the light !
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,The Americans are training the Iraqi military .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Cashew trees produce cashew nuts .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,He may want a better salary .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I do n't know what to do about this problem .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I was told that I was a very hard worker .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,This will look nice with your black pants .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,It 's always crowded on Friday nights .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,We 'll lend you what we have .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Carl brought a big melon as a gift .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,The man whom I called was not in .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,"If they found out , I 'd lose my job ."
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,The ring did not fit .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,My phone is dead ; may I use yours ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I knew he could graduate from high school .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Do you have any money to contribute to the new program ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Your letter has come .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Please do n't cause a scene .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Your hair is as long as mine .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,"In some cultures , people do not remove their shoes at home ."
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I do n't want anyone to hear us .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I need to buy a phone .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,You may start the test .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Hana loved lemon flavored candy .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Please get some cat food at the store .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I fight for my country .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I burned my finger .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Katsue 's son is an accountant for Toyota .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,"Before you cross the road , look out for cars ."
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I would be happy if they were here .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,It 's good of you to visit your sick grandmother .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,They had never seen snow before .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Fewer homes are built of wood .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,"I 'm not confused , I 'm upset !"
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Can I have a nickel ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,You may go out to meet your friends .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Is that the same spot where I found the other earring ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I arrived at school before my sister .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,My son is a volleyball player .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,The president lent them his support .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I wish we could have saved those papers for recycling .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,There are very few customers today .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I saved Walter some cookies .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Monsoon season in Asia starts in May .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Onions have a strong smell .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Where are my golf balls ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Mother sends you her love .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I wish she would stop singing .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,My bike was stolen !
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,That smiling girl is my friend .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Be as quiet as possible .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I will continue to fight for my rights .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I went whale watching this summer .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Kiyoko missed eating rice during her trip .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,"Victoria tried out the new , popular tomato diet ."
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Amy was always wearing her brother 's sweater .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,She never wears earrings .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,"If he tried to run to the train , he would often get caught in the doors ."
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Those are toilet slippers .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Is it the area where you lost it ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,The teacher 's arrival ended the conversation between Ben and Alisa .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Tell me what you see .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Has it already been repaired ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Who took the last slice of chocolate cake that I was saving ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I know what to do next .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I know how to get to Shibuya .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,That woman standing on the stage is very smart and successful .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,The dog named Killer is his .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,You need a fishing license to fish here .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,There is a very smart student in my class .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,The movie is Hitchcock 's .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,"If he had been married , it 'd be okay ."
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Here is a list of things to buy .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,"If I were you , I would buy a lovely present for my wife ."
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Has he ever said he was sorry ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Diego cooked his girlfriend paella .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Are there any errors ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,She looks as young as her daughter !
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I love French wines .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I do n't need you to tell me what to do .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,He knows when to catch the bus .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Ian was n't allowed to have snack today .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I knew all of them very well since middle school .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,How did you get hurt ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,The fallen tree hit the house .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,There were six men in the room .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Be home before sunset .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,My sister 's birthday is in December .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Is the store closed ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Have you ever been alone in a new country ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Either finish now or do it tonight instead of going to the movie .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,We 've come here for a holiday .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Tourists often like to eat sushi in Tsukiji .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,John was so excited he opened his presents very quickly .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Any person can come in .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,What would you do if she knew you were her real father ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Could you show me how to use this ATM machine ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,It 's unusual to see a yellow car .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,The people reported missing have been found .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,You must not fall asleep .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Mr. Jackson 's office is big and it 's very easy to find .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I 'll see you on Monday .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,There were beautiful flowers in every room of the hospital .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,My daddy has gone to heaven .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,It was good to visit my parents .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I went to the new dentist to have my teeth fixed .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,John tried to catch the chicken .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I ca n't talk while I 'm reading .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Do you like fried chicken ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,It was made in Japan .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,They have n't left yet .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Have you seen my brown belt ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,My mother likes fishing .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Emma wanted a pink car .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,It was designed by an artist .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,He wanted some of it .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,"If he were here now , he would be so proud of you ."
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Whose wife is that ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,The phone kept ringing .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,No birds live in that forest .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Are your boots made from leather ?
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,Please remember to bring some money .
na,en,cefr-sp,sentence-level,reference,A2,CC BY-NC-SA 4.0,I am not very interested in him either .
